,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,date_diff,red_flag
6175,TXN_4761088,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-08-27,,0
3947,TXN_4762520,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-07-17,-41.0,1
9354,TXN_4764236,Juice,1.0,3.0,3.0,Digital Wallet,Unknown,2023-05-29,-49.0,1
8610,TXN_4764398,Sandwich,2.0,4.0,8.0,Credit Card,Unknown,2023-06-13,15.0,0
8010,TXN_4766317,Cookie,2.0,1.0,2.0,Unknown,Takeaway,2023-09-23,102.0,0
9993,TXN_4766549,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-10-20,27.0,0
4070,TXN_4767006,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-08-23,-58.0,1
9916,TXN_4767609,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-10-15,53.0,0
8637,TXN_4768744,Tea,5.0,1.5,7.5,Cash,In-store,2023-05-14,-154.0,1
488,TXN_4769307,Tea,5.0,1.5,7.5,Digital Wallet,Unknown,2023-12-24,224.0,0
8961,TXN_4773210,Coffee,1.0,2.0,2.0,Credit Card,Unknown,2023-11-29,-25.0,1
1469,TXN_4773465,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-28,-1.0,1
8853,TXN_4775220,Juice,3.0,3.0,9.0,Unknown,Takeaway,2023-07-21,-130.0,1
5715,TXN_4775791,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-04-13,-99.0,1
8442,TXN_4777601,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-08-18,127.0,0
2937,TXN_4778105,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-08,51.0,0
7320,TXN_4779192,Cookie,5.0,1.0,5.0,Digital Wallet,Unknown,2023-11-06,29.0,0
7135,TXN_4779439,Juice,4.0,3.0,12.0,Unknown,In-store,2023-08-23,-75.0,1
933,TXN_4779440,Cookie,1.0,1.0,1.0,Unknown,Unknown,2023-07-12,-42.0,1
8622,TXN_4780352,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-01-12,-181.0,1
4325,TXN_4781960,Juice,1.0,3.0,3.0,Digital Wallet,Unknown,2023-03-28,75.0,0
2025,TXN_4784128,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-27,152.0,0
7097,TXN_4784154,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-09-06,10.0,0
3444,TXN_4786680,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-02-05,-213.0,1
8085,TXN_4787754,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-31,207.0,0
6552,TXN_4787990,Cookie,3.0,1.0,3.0,Digital Wallet,Unknown,2023-02-04,-208.0,1
5575,TXN_4788388,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-06-29,145.0,0
5767,TXN_4788748,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-04-30,-60.0,1
9421,TXN_4788849,Cookie,1.0,1.0,1.0,Unknown,Takeaway,2023-03-13,-48.0,1
3802,TXN_4789193,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-02-21,-20.0,1
9048,TXN_4789941,Sandwich,3.0,4.0,12.0,Credit Card,Unknown,2023-04-17,55.0,0
5122,TXN_4791031,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-04-17,,0
5713,TXN_4791072,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-11-13,,0
2968,TXN_4791105,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-05-18,-179.0,1
4593,TXN_4791243,Cookie,5.0,1.0,5.0,Unknown,Takeaway,2023-05-12,-6.0,1
1248,TXN_4792702,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-06-28,47.0,0
7832,TXN_4793771,Cake,4.0,3.0,12.0,Cash,Unknown,2023-12-26,181.0,0
7104,TXN_4795208,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-05-03,-237.0,1
434,TXN_4796350,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-05-03,,0
8152,TXN_4797429,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-07,,0
7580,TXN_4798335,Sandwich,5.0,4.0,20.0,Unknown,Takeaway,2023-02-16,-264.0,1
2875,TXN_4798484,Juice,3.0,3.0,9.0,Unknown,In-store,2023-08-09,174.0,0
1384,TXN_4798534,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-23,-17.0,1
5090,TXN_4799873,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-04,-141.0,1
8805,TXN_4801327,Cake,5.0,3.0,15.0,Cash,In-store,2023-02-03,-29.0,1
2991,TXN_4801617,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-04-02,58.0,0
2285,TXN_4801832,Salad,2.0,5.0,10.0,Unknown,Takeaway,2023-08-05,125.0,0
8015,TXN_4801947,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-01,-216.0,1
2203,TXN_4802389,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-12-14,347.0,0
6620,TXN_4805204,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-04-25,-233.0,1
5257,TXN_4806003,Cookie,5.0,1.0,5.0,Credit Card,Unknown,2023-08-06,103.0,0
5057,TXN_4807037,Salad,5.0,5.0,25.0,Cash,In-store,2023-12-08,124.0,0
6623,TXN_4807049,Cookie,1.0,1.0,1.0,Credit Card,Unknown,2023-06-07,-184.0,1
3751,TXN_4807265,Sandwich,3.0,4.0,12.0,Digital Wallet,Unknown,2023-11-19,165.0,0
5919,TXN_4807459,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-08-11,-100.0,1
8358,TXN_4807899,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-07-03,-39.0,1
4522,TXN_4808700,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-01-13,-171.0,1
8603,TXN_4808812,Smoothie,4.0,4.0,16.0,Unknown,Unknown,2023-05-31,138.0,0
766,TXN_4809497,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-31,,0
2568,TXN_4809548,Smoothie,3.0,4.0,12.0,Unknown,Takeaway,2023-11-04,,0
8074,TXN_4809626,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-18,-259.0,1
144,TXN_4811133,Salad,2.0,5.0,10.0,Cash,Unknown,2023-08-11,174.0,0
7912,TXN_4811225,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-11-01,82.0,0
2358,TXN_4811887,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-11,-263.0,1
1240,TXN_4812472,Cake,2.0,3.0,6.0,Cash,Unknown,2023-09-16,217.0,0
5188,TXN_4813580,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-15,-154.0,1
9665,TXN_4814244,Smoothie,3.0,4.0,12.0,Unknown,In-store,2023-06-01,47.0,0
3771,TXN_4814965,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-07-23,52.0,0
7634,TXN_4816652,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-07-17,-6.0,1
4041,TXN_4818703,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-04-20,-88.0,1
6577,TXN_4819416,Salad,3.0,5.0,15.0,Unknown,Unknown,2023-06-01,42.0,0
8739,TXN_4821343,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-16,107.0,0
8118,TXN_4822216,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-09-03,-13.0,1
9604,TXN_4822256,Smoothie,1.0,4.0,4.0,Credit Card,Unknown,2023-11-11,69.0,0
5532,TXN_4823513,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-07-02,-132.0,1
5652,TXN_4824519,Smoothie,5.0,4.0,20.0,Unknown,Unknown,2023-12-27,178.0,0
2149,TXN_4824773,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-06-06,-204.0,1
4572,TXN_4826214,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-23,170.0,0
825,TXN_4827371,Salad,2.0,5.0,10.0,Unknown,Takeaway,2023-06-20,-156.0,1
4645,TXN_4827637,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-04-28,-53.0,1
4255,TXN_4829492,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-01-09,-109.0,1
7642,TXN_4831311,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-07-15,187.0,0
5495,TXN_4831345,Sandwich,5.0,4.0,20.0,Unknown,In-store,2023-05-10,-66.0,1
2786,TXN_4831426,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-02-27,-72.0,1
6670,TXN_4831525,Cookie,3.0,1.0,3.0,Unknown,Unknown,2023-08-05,159.0,0
6310,TXN_4832163,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-11-17,104.0,0
6188,TXN_4832452,Tea,5.0,1.5,7.5,Cash,Unknown,2023-02-05,-285.0,1
1308,TXN_4832513,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-06-05,120.0,0
6195,TXN_4832566,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-05,,0
4577,TXN_4833378,Cake,5.0,3.0,15.0,Digital Wallet,Unknown,2023-10-15,,0
9743,TXN_4834450,Cake,2.0,3.0,6.0,Cash,Unknown,2023-06-26,-111.0,1
6340,TXN_4835929,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-10-03,99.0,0
1890,TXN_4836614,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-04-03,-183.0,1
7423,TXN_4837447,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-11-06,217.0,0
3691,TXN_4837909,Cake,5.0,3.0,15.0,Unknown,Takeaway,2023-11-19,13.0,0
1919,TXN_4840295,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-02,-290.0,1
8540,TXN_4840522,Smoothie,3.0,4.0,12.0,Unknown,In-store,2023-06-16,134.0,0
3719,TXN_4841285,Tea,2.0,1.5,3.0,Credit Card,Unknown,2023-05-04,-43.0,1
9039,TXN_4843989,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-30,149.0,0
3448,TXN_4844022,Cookie,1.0,1.0,1.0,Unknown,Takeaway,2023-02-26,-216.0,1
2596,TXN_4844386,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-28,244.0,0
6012,TXN_4846406,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-22,-159.0,1
3062,TXN_4847617,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-08-04,74.0,0
3686,TXN_4848431,Salad,5.0,5.0,25.0,Credit Card,Unknown,2023-01-09,-207.0,1
3739,TXN_4849180,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-14,278.0,0
4091,TXN_4849860,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-12-01,48.0,0
2334,TXN_4851339,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-01,-303.0,1
6237,TXN_4852852,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-10-06,247.0,0
8101,TXN_4854751,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-10-06,,0
9607,TXN_4856060,Juice,1.0,3.0,3.0,Cash,Unknown,2023-07-29,,0
5690,TXN_4856575,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-09-10,43.0,0
9086,TXN_4858666,Cake,3.0,3.0,9.0,Credit Card,Unknown,2023-03-18,-176.0,1
5118,TXN_4858908,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-11,-35.0,1
3058,TXN_4860027,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-28,167.0,0
1800,TXN_4864206,Cookie,5.0,1.0,5.0,Cash,In-store,2023-03-18,-132.0,1
274,TXN_4865338,Sandwich,4.0,4.0,16.0,Unknown,In-store,2023-11-26,253.0,0
7099,TXN_4865947,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-11-26,,0
7688,TXN_4866254,Salad,4.0,5.0,20.0,Cash,Unknown,2023-03-18,,0
9158,TXN_4867316,Sandwich,1.0,4.0,4.0,Digital Wallet,Unknown,2023-11-28,255.0,0
2062,TXN_4868913,Cake,4.0,3.0,12.0,Cash,Unknown,2023-06-30,-151.0,1
3188,TXN_4869107,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-30,-151.0,1
8446,TXN_4870483,Coffee,1.0,2.0,2.0,Unknown,Takeaway,2023-03-03,32.0,0
8711,TXN_4872708,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-11-16,258.0,0
8614,TXN_4873173,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-08,-39.0,1
4302,TXN_4873180,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-01-17,-264.0,1
974,TXN_4874685,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-01-17,,0
4253,TXN_4876195,Tea,2.0,1.5,3.0,Unknown,In-store,2023-01-17,,0
7149,TXN_4876398,Salad,2.0,5.0,10.0,Cash,Unknown,2023-04-21,,0
664,TXN_4876440,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-07-01,71.0,0
5728,TXN_4876685,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-14,13.0,0
9391,TXN_4877436,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-10-08,86.0,0
6574,TXN_4877601,Cookie,2.0,1.0,2.0,Unknown,Unknown,2023-07-14,-86.0,1
2600,TXN_4877933,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-12,-183.0,1
6989,TXN_4878020,Cake,3.0,3.0,9.0,Unknown,In-store,2023-03-17,64.0,0
139,TXN_4878378,Tea,1.0,1.5,1.5,Credit Card,Unknown,2023-02-20,-25.0,1
398,TXN_4884822,Cookie,1.0,1.0,1.0,Credit Card,Unknown,2023-04-23,62.0,0
137,TXN_4885518,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-06-10,48.0,0
7789,TXN_4886990,Salad,3.0,5.0,15.0,Unknown,Takeaway,2023-12-17,190.0,0
8657,TXN_4887189,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-07-19,-151.0,1
2476,TXN_4887268,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-10-16,89.0,0
1446,TXN_4889269,Cake,2.0,3.0,6.0,Cash,Unknown,2023-02-19,-239.0,1
5387,TXN_4890770,Coffee,4.0,2.0,8.0,Unknown,Takeaway,2023-10-12,235.0,0
7409,TXN_4891221,Cookie,5.0,1.0,5.0,Unknown,Takeaway,2023-12-09,58.0,0
6027,TXN_4892165,Juice,3.0,3.0,9.0,Cash,In-store,2023-07-27,-135.0,1
2384,TXN_4892303,Sandwich,4.0,4.0,16.0,Unknown,Unknown,2023-07-16,-11.0,1
1531,TXN_4893692,Salad,2.0,5.0,10.0,Unknown,Unknown,2023-01-02,-195.0,1
6164,TXN_4894647,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-12-26,358.0,0
1874,TXN_4894699,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-02-20,-309.0,1
1274,TXN_4896948,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-10-11,233.0,0
3726,TXN_4897182,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-11-26,46.0,0
2571,TXN_4897993,Sandwich,4.0,4.0,16.0,Unknown,In-store,2023-12-07,11.0,0
7859,TXN_4898346,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-05-07,-214.0,1
4150,TXN_4898949,Salad,1.0,5.0,5.0,Unknown,In-store,2023-09-18,134.0,0
6327,TXN_4900574,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-05-06,-135.0,1
1435,TXN_4901854,Cookie,5.0,1.0,5.0,Unknown,Unknown,2023-04-23,-13.0,1
1839,TXN_4903004,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-12-03,224.0,0
7071,TXN_4907008,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-10-30,-34.0,1
1056,TXN_4907812,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-08-11,-80.0,1
5600,TXN_4908458,Tea,4.0,1.5,6.0,Unknown,Unknown,2023-10-06,56.0,0
836,TXN_4912458,Cake,4.0,3.0,12.0,Unknown,Takeaway,2023-06-12,-116.0,1
301,TXN_4912930,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-02-26,-106.0,1
5704,TXN_4913079,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-08-19,174.0,0
7646,TXN_4913329,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-10-30,72.0,0
7233,TXN_4914203,Coffee,1.0,2.0,2.0,Credit Card,Unknown,2023-12-02,33.0,0
2148,TXN_4914535,Cookie,2.0,1.0,2.0,Cash,Unknown,2023-12-02,,0
1380,TXN_4915908,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-06-06,,0
8359,TXN_4916085,Juice,1.0,3.0,3.0,Digital Wallet,Unknown,2023-03-03,-95.0,1
817,TXN_4916272,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-03-03,0.0,0
9664,TXN_4916611,Juice,5.0,3.0,15.0,Unknown,Takeaway,2023-05-21,79.0,0
3438,TXN_4916936,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-06-04,14.0,0
1902,TXN_4917580,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-03-08,-88.0,1
7148,TXN_4919285,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-10-15,221.0,0
9320,TXN_4921791,Salad,4.0,5.0,20.0,Credit Card,Unknown,2023-10-15,,0
6879,TXN_4921865,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-06,,0
8033,TXN_4925291,Smoothie,2.0,4.0,8.0,Digital Wallet,Unknown,2023-09-22,228.0,0
1478,TXN_4928254,Cake,1.0,3.0,3.0,Credit Card,Unknown,2023-12-22,91.0,0
1364,TXN_4932018,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-23,-121.0,1
8747,TXN_4932916,Coffee,1.0,2.0,2.0,Unknown,Takeaway,2023-12-13,112.0,0
3302,TXN_4933689,Cake,1.0,3.0,3.0,Cash,In-store,2023-12-13,,0
3068,TXN_4935258,Cake,2.0,3.0,6.0,Credit Card,Unknown,2023-09-14,,0
8933,TXN_4935533,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-06-12,-94.0,1
1152,TXN_4936135,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-08,179.0,0
5593,TXN_4937344,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-02-12,-299.0,1
6997,TXN_4937411,Juice,1.0,3.0,3.0,Unknown,Takeaway,2023-08-21,190.0,0
3228,TXN_4939667,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-01-23,-210.0,1
9631,TXN_4940237,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-08-03,192.0,0
302,TXN_4942692,Coffee,2.0,2.0,4.0,Unknown,Takeaway,2023-01-15,-200.0,1
9297,TXN_4942960,Juice,1.0,3.0,3.0,Unknown,Takeaway,2023-04-12,87.0,0
8137,TXN_4943552,Juice,5.0,3.0,15.0,Unknown,Takeaway,2023-04-14,2.0,0
2973,TXN_4943715,Coffee,5.0,2.0,10.0,Digital Wallet,Unknown,2023-10-06,175.0,0
9031,TXN_4944024,Smoothie,2.0,4.0,8.0,Unknown,Takeaway,2023-09-26,-10.0,1
863,TXN_4944121,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-05-29,-120.0,1
2006,TXN_4946991,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-04-17,-42.0,1
5807,TXN_4947561,Salad,3.0,5.0,15.0,Unknown,Takeaway,2023-06-06,50.0,0
9904,TXN_4948026,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-07-02,26.0,0
8193,TXN_4949509,Smoothie,4.0,4.0,16.0,Unknown,Unknown,2023-04-20,-73.0,1
2344,TXN_4953063,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-04-20,,0
791,TXN_4953450,Cookie,4.0,1.0,4.0,Unknown,In-store,2023-03-10,,0
2014,TXN_4954887,Cookie,3.0,1.0,3.0,Unknown,In-store,2023-06-11,93.0,0
4868,TXN_4956012,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-07-20,39.0,0
7966,TXN_4958354,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-01,-80.0,1
9839,TXN_4959078,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-13,135.0,0
2218,TXN_4959129,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-24,-81.0,1
740,TXN_4961655,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-05-06,-49.0,1
7790,TXN_4962147,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-02-07,-88.0,1
9325,TXN_4962500,Juice,5.0,3.0,15.0,Unknown,Takeaway,2023-02-07,,0
4627,TXN_4965631,Smoothie,3.0,4.0,12.0,Credit Card,Unknown,2023-01-27,,0
4696,TXN_4966149,Juice,2.0,3.0,6.0,Cash,Unknown,2023-04-10,73.0,0
9215,TXN_4966750,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-12-24,258.0,0
2784,TXN_4967355,Sandwich,2.0,4.0,8.0,Unknown,In-store,2023-04-25,-243.0,1
8916,TXN_4967446,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-07-11,77.0,0
8797,TXN_4968258,Smoothie,2.0,4.0,8.0,Unknown,Takeaway,2023-05-14,-58.0,1
9085,TXN_4968659,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-03-18,-57.0,1
4687,TXN_4969003,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-04-19,32.0,0
9345,TXN_4969431,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-04-11,-8.0,1
8530,TXN_4970127,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-12-09,242.0,0
7644,TXN_4971093,Smoothie,4.0,4.0,16.0,Unknown,Takeaway,2023-03-27,-257.0,1
9456,TXN_4971607,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-03-30,3.0,0
9553,TXN_4971992,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-09-24,178.0,0
7257,TXN_4972634,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-07-22,-64.0,1
2315,TXN_4974012,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-05-17,-66.0,1
7828,TXN_4975029,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-04-23,-24.0,1
9606,TXN_4976485,Salad,5.0,5.0,25.0,Unknown,Takeaway,2023-07-10,78.0,0
1,TXN_4977031,Cake,4.0,3.0,12.0,Cash,In-store,2023-05-16,-55.0,1
4187,TXN_4977130,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-08,53.0,0
6238,TXN_4977954,Juice,4.0,3.0,12.0,Cash,Unknown,2023-07-08,,0
9045,TXN_4978922,Cookie,4.0,1.0,4.0,Cash,Unknown,2023-07-08,,0
2702,TXN_4979250,Tea,3.0,1.5,4.5,Cash,In-store,2023-11-01,,0
422,TXN_4980036,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-05,-300.0,1
440,TXN_4980282,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-10-22,290.0,0
8585,TXN_4981027,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-08-02,-81.0,1
8878,TXN_4982165,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-04-12,-112.0,1
7488,TXN_4982382,Salad,1.0,5.0,5.0,Cash,Unknown,2023-01-05,-97.0,1
2516,TXN_4983903,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-09-18,256.0,0
6209,TXN_4985415,Tea,4.0,1.5,6.0,Digital Wallet,Unknown,2023-08-01,-48.0,1
3422,TXN_4986514,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-06-06,-56.0,1
5759,TXN_4986668,Cake,3.0,3.0,9.0,Digital Wallet,Unknown,2023-11-30,177.0,0
65,TXN_4987129,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-10-20,-41.0,1
5983,TXN_4987205,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-06-24,-118.0,1
1899,TXN_4987246,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-11-24,153.0,0
8095,TXN_4987376,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-08-20,-96.0,1
8740,TXN_4988100,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-08-20,,0
1280,TXN_4988665,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-16,,0
7467,TXN_4989644,Juice,5.0,3.0,15.0,Digital Wallet,Unknown,2023-11-13,-33.0,1
7783,TXN_4991594,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-12-08,25.0,0
5241,TXN_4991731,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-11-07,-31.0,1
490,TXN_4991815,Cake,5.0,3.0,15.0,Cash,Unknown,2023-11-06,-1.0,1
3882,TXN_4992510,Cookie,4.0,1.0,4.0,Cash,In-store,2023-01-26,-284.0,1
4436,TXN_4993989,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-11-15,293.0,0
5501,TXN_4994052,Coffee,4.0,2.0,8.0,Unknown,Takeaway,2023-11-15,,0
8127,TXN_4995281,Salad,4.0,5.0,20.0,Credit Card,Unknown,2023-02-25,,0
2764,TXN_4995910,Cake,5.0,3.0,15.0,Unknown,Unknown,2023-03-10,13.0,0
4520,TXN_4996304,Coffee,2.0,2.0,4.0,Credit Card,Unknown,2023-08-17,160.0,0
1618,TXN_4997327,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-03-19,-151.0,1
632,TXN_4998786,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-10-25,220.0,0
8319,TXN_5000665,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-28,34.0,0
3193,TXN_5001766,Smoothie,1.0,4.0,4.0,Digital Wallet,Unknown,2023-05-24,-188.0,1
259,TXN_5003018,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-05-24,,0
5689,TXN_5004986,Sandwich,3.0,4.0,12.0,Digital Wallet,Unknown,2023-01-23,,0
3039,TXN_5005592,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-06-05,133.0,0
3593,TXN_5005674,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-10-03,120.0,0
6935,TXN_5005793,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-01-21,-255.0,1
7640,TXN_5005999,Salad,4.0,5.0,20.0,Cash,Unknown,2023-01-09,-12.0,1
6752,TXN_5007051,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-12-26,351.0,0
924,TXN_5007619,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-05,-174.0,1
2826,TXN_5009367,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-04-19,-77.0,1
1015,TXN_5009706,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-09-20,154.0,0
6366,TXN_5009924,Cake,3.0,3.0,9.0,Digital Wallet,Unknown,2023-09-08,-12.0,1
8080,TXN_5010968,Smoothie,2.0,4.0,8.0,Digital Wallet,Unknown,2023-12-03,86.0,0
9644,TXN_5012988,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-08-17,-108.0,1
994,TXN_5014959,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-11-28,103.0,0
